epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,484.249,0.91614,0.67805,0.91725,0.83853,0.86111,0.88816,0.69483,0.97571,0.65861,0.94399,0.000789625,0.000789625,0.000789625
19,513.845,0.90621,0.65891,0.91754,0.84945,0.81287,0.87832,0.68296,0.97142,0.67915,0.94388,0.00077725,0.00077725,0.00077725
20,545.432,0.90964,0.67285,0.91809,0.83031,0.86574,0.88814,0.69265,0.96814,0.64793,0.94478,0.000764875,0.000764875,0.000764875
21,577.558,0.91664,0.6646,0.92352,0.86291,0.8648,0.89651,0.69937,0.99029,0.64525,0.94378,0.0007525,0.0007525,0.0007525
22,608.988,0.90761,0.66266,0.91436,0.86212,0.86641,0.89917,0.69487,1.00288,0.65013,0.94971,0.000740125,0.000740125,0.000740125
23,640.735,0.89539,0.65382,0.91306,0.84209,0.87675,0.90126,0.7036,0.99271,0.64872,0.94654,0.00072775,0.00072775,0.00072775
24,672.817,0.88057,0.64776,0.9106,0.87798,0.85164,0.90353,0.70563,0.98138,0.63898,0.94224,0.000715375,0.000715375,0.000715375
25,704.816,0.88923,0.64051,0.91549,0.85109,0.85957,0.89462,0.69927,0.99516,0.6397,0.94815,0.000703,0.000703,0.000703
26,736.842,0.89252,0.64548,0.91401,0.86171,0.85755,0.90411,0.70459,0.98438,0.64345,0.94246,0.000690625,0.000690625,0.000690625
27,768.857,0.88793,0.64112,0.91385,0.85358,0.88274,0.90491,0.70997,0.97747,0.63091,0.94394,0.00067825,0.00067825,0.00067825
28,800.847,0.89143,0.64646,0.91025,0.84003,0.85923,0.89777,0.7031,0.96851,0.63691,0.94471,0.000665875,0.000665875,0.000665875
29,832.421,0.90755,0.65745,0.91602,0.84886,0.86438,0.90055,0.70645,0.97399,0.63816,0.94317,0.0006535,0.0006535,0.0006535
30,864.367,0.89441,0.64852,0.91409,0.84231,0.8754,0.89356,0.70033,0.97251,0.6367,0.94263,0.000641125,0.000641125,0.000641125
31,896.3,0.89672,0.65149,0.91581,0.86332,0.85654,0.90493,0.7115,0.97279,0.62279,0.94854,0.00062875,0.00062875,0.00062875
32,928.073,0.88611,0.63986,0.91225,0.85331,0.8663,0.8988,0.70174,0.9783,0.63755,0.94247,0.000616375,0.000616375,0.000616375
33,960.364,0.88392,0.64997,0.91007,0.85407,0.86964,0.90333,0.70887,0.97651,0.63601,0.94511,0.000604,0.000604,0.000604
34,993.143,0.87575,0.63774,0.91603,0.85581,0.86351,0.90244,0.71706,0.96059,0.63334,0.93745,0.000591625,0.000591625,0.000591625
35,1026.06,0.88553,0.64215,0.91161,0.86461,0.87507,0.90193,0.71068,0.97501,0.63041,0.93999,0.00057925,0.00057925,0.00057925
36,1058.15,0.87033,0.63094,0.90911,0.8522,0.87743,0.90055,0.70797,0.97732,0.6268,0.94149,0.000566875,0.000566875,0.000566875
37,1090.46,0.88035,0.63,0.9093,0.85895,0.84475,0.89288,0.69764,0.97222,0.65131,0.94493,0.0005545,0.0005545,0.0005545
38,1123.6,0.87207,0.63252,0.91113,0.85316,0.87574,0.90319,0.71415,0.95476,0.61876,0.93933,0.000542125,0.000542125,0.000542125
39,1156.15,0.87552,0.63491,0.91184,0.85094,0.86515,0.90064,0.714,0.96843,0.62747,0.94062,0.00052975,0.00052975,0.00052975
40,1188.43,0.87284,0.62028,0.90785,0.87077,0.873,0.90415,0.71396,0.97607,0.62015,0.94144,0.000517375,0.000517375,0.000517375
41,1219.46,0.85496,0.61739,0.90575,0.85898,0.88064,0.90602,0.70989,0.99041,0.61573,0.94353,0.000505,0.000505,0.000505
42,1251.52,0.86605,0.61629,0.90907,0.87844,0.86886,0.90621,0.71789,0.96462,0.61123,0.94199,0.000492625,0.000492625,0.000492625
43,1283.3,0.86219,0.61447,0.90376,0.8708,0.87028,0.90646,0.7142,0.9818,0.61075,0.94179,0.00048025,0.00048025,0.00048025
44,1315.63,0.8404,0.60438,0.89787,0.86869,0.87802,0.90894,0.71807,0.97453,0.61323,0.94345,0.000467875,0.000467875,0.000467875
45,1347.61,0.85194,0.6061,0.90697,0.85862,0.8866,0.90883,0.71904,0.98396,0.61946,0.94198,0.0004555,0.0004555,0.0004555
46,1380.26,0.8553,0.61285,0.90169,0.86414,0.87146,0.9064,0.71536,0.97089,0.61429,0.93888,0.000443125,0.000443125,0.000443125
47,1412.89,0.85801,0.60371,0.90223,0.87963,0.86316,0.91193,0.71923,0.98626,0.6109,0.94344,0.00043075,0.00043075,0.00043075
48,1444.76,0.85749,0.59849,0.9037,0.86647,0.85393,0.90596,0.71364,0.98338,0.60717,0.94292,0.000418375,0.000418375,0.000418375
49,1477.73,0.83982,0.58355,0.90096,0.85758,0.88531,0.90774,0.72417,0.96187,0.5985,0.93853,0.000406,0.000406,0.000406
50,1510.06,0.84857,0.60456,0.90411,0.86268,0.87382,0.9079,0.7234,0.96079,0.60446,0.9386,0.000393625,0.000393625,0.000393625
51,1542.3,0.83616,0.59346,0.90079,0.8845,0.86347,0.91519,0.72869,0.97089,0.60015,0.94149,0.00038125,0.00038125,0.00038125
52,1574.23,0.84724,0.58873,0.90022,0.87198,0.87528,0.91342,0.72613,0.97179,0.60589,0.93791,0.000368875,0.000368875,0.000368875
53,1606.73,0.83174,0.579,0.89756,0.88624,0.88327,0.91559,0.72913,0.97011,0.59443,0.93874,0.0003565,0.0003565,0.0003565
54,1639.3,0.8235,0.58351,0.894,0.88207,0.86171,0.90311,0.71918,0.98084,0.60907,0.93706,0.000344125,0.000344125,0.000344125
55,1671.77,0.82352,0.57569,0.9002,0.85859,0.86753,0.90451,0.71723,0.98585,0.60765,0.94243,0.00033175,0.00033175,0.00033175
56,1703.95,0.80814,0.57127,0.8909,0.86807,0.88859,0.91037,0.72625,0.96464,0.59588,0.93686,0.000319375,0.000319375,0.000319375
57,1736.01,0.82256,0.57029,0.89774,0.86494,0.88423,0.91169,0.7251,0.98054,0.59789,0.93994,0.000307,0.000307,0.000307
58,1768.14,0.82324,0.57669,0.89577,0.8716,0.87799,0.90887,0.72406,0.96291,0.58919,0.93746,0.000294625,0.000294625,0.000294625
59,1800.47,0.81209,0.56244,0.89244,0.86671,0.88289,0.90335,0.72165,0.96114,0.59049,0.9388,0.00028225,0.00028225,0.00028225
60,1833.19,0.80393,0.55731,0.89287,0.87321,0.89263,0.91235,0.72651,0.96703,0.59079,0.93913,0.000269875,0.000269875,0.000269875
61,1866.33,0.80499,0.56329,0.89451,0.87458,0.88933,0.91309,0.7282,0.98423,0.59187,0.94063,0.0002575,0.0002575,0.0002575
62,1898.74,0.80241,0.55551,0.88858,0.88065,0.87918,0.91559,0.73184,0.96288,0.58594,0.93611,0.000245125,0.000245125,0.000245125
63,1920.92,0.81375,0.57208,0.89665,0.87271,0.87547,0.91532,0.72804,0.97336,0.58799,0.94067,0.00023275,0.00023275,0.00023275
64,1941.2,0.80462,0.56273,0.88947,0.87646,0.87575,0.91215,0.73202,0.96198,0.58874,0.93582,0.000220375,0.000220375,0.000220375
65,1961.76,0.80881,0.56038,0.89578,0.87204,0.87595,0.91294,0.73072,0.97299,0.58957,0.93852,0.000208,0.000208,0.000208
66,1986.36,0.79804,0.55966,0.89074,0.89034,0.86648,0.91382,0.73246,0.96622,0.58409,0.93743,0.000195625,0.000195625,0.000195625
67,2011.1,0.79076,0.55308,0.89069,0.88662,0.87174,0.9137,0.7298,0.95897,0.58124,0.93919,0.00018325,0.00018325,0.00018325
68,2032.35,0.79601,0.55892,0.88693,0.89079,0.88152,0.91744,0.73286,0.96844,0.58274,0.9385,0.000170875,0.000170875,0.000170875
69,2051.31,0.79397,0.54551,0.8883,0.88177,0.88359,0.9141,0.73217,0.97761,0.59138,0.9389,0.0001585,0.0001585,0.0001585
70,2070.35,0.79312,0.54619,0.88918,0.88151,0.88523,0.91653,0.73455,0.95681,0.57816,0.93958,0.000146125,0.000146125,0.000146125
71,2098.22,0.75454,0.47576,0.88577,0.8861,0.87842,0.91479,0.73339,0.96948,0.5867,0.9373,0.00013375,0.00013375,0.00013375
72,2116.51,0.7441,0.4677,0.88203,0.88533,0.87869,0.91549,0.7349,0.96427,0.58165,0.93773,0.000121375,0.000121375,0.000121375
73,2134.74,0.75076,0.4714,0.88858,0.87634,0.89048,0.91653,0.73486,0.97393,0.58228,0.93739,0.000109,0.000109,0.000109
74,2153.06,0.7436,0.46897,0.88275,0.8755,0.88544,0.9131,0.73351,0.9606,0.57786,0.93593,9.6625e-05,9.6625e-05,9.6625e-05
75,2171.41,0.73828,0.46014,0.88778,0.88209,0.89159,0.91714,0.73649,0.96602,0.57451,0.93609,8.425e-05,8.425e-05,8.425e-05
76,2189.89,0.72802,0.45321,0.88611,0.8739,0.89501,0.9178,0.73816,0.95812,0.57011,0.93585,7.1875e-05,7.1875e-05,7.1875e-05
77,2208.11,0.72944,0.45018,0.88183,0.87325,0.89371,0.91775,0.73962,0.95823,0.57401,0.93451,5.95e-05,5.95e-05,5.95e-05
78,2226.44,0.72795,0.45314,0.87709,0.88319,0.87876,0.91474,0.73652,0.96033,0.57501,0.93773,4.7125e-05,4.7125e-05,4.7125e-05
79,2245.72,0.72162,0.4506,0.87603,0.88735,0.8784,0.91563,0.73736,0.96327,0.57152,0.93643,3.475e-05,3.475e-05,3.475e-05
80,2265.17,0.71934,0.4465,0.87644,0.88947,0.87938,0.91698,0.73782,0.9631,0.57125,0.93613,2.2375e-05,2.2375e-05,2.2375e-05
